date,GDP,poverty,tradebalance,population,GNIUSD,GNPUSD,GDPcap,sp500,rep_congress,rep_senate
1970-12-31,-1.518018920123962,1.09330134079074,1.0345428507413323,-1.0905389725342842,-0.49270736746985744,0.1002785738522696,-1.689861673121147,-0.9819057161151751,,-0.7957254865461447
1971-12-31,0.16566187436910793,0.9442542484411678,0.8733476166050018,-0.49108046368685393,-0.4175465248656936,0.18762482933627075,-1.606631516020138,-0.9605590411364354,-0.5525657275216694,-0.7957254865461447
1972-12-31,1.0591186635848342,0.8004289449717185,0.7109226667600663,-0.46854643749081637,-0.35441848913849844,0.18865298667054506,-1.4846791476501011,-0.9450769151698897,-0.5525657275216694,-0.6212242833562008
1973-12-31,1.234946232177377,0.6626113610024476,0.9938085178937853,-0.4336175158583413,-0.30669865330050655,0.19365296271675647,-1.3222759464240799,-0.9476064890692293,-0.18672910792111586,-0.6212242833562008
1974-12-31,-1.577112984025282,0.8993608230408408,0.8190351728082726,-0.3928986013837702,-0.2556493902051485,0.22524406994390725,-1.1097705812392185,-0.9828516492119869,-0.18672910792111586,-0.9702266897360887
1975-12-31,-1.4248321270488036,0.40379741286750587,1.3318778614511622,-0.34750576611935347,-0.19223752948633147,0.23474985894503678,-0.8897923553624959,-0.9777452638054771,-1.65007558632333,-0.9702266897360887
1976-12-31,1.1178490717082998,0.28247725377961724,0.8014092476515983,-0.2891910013938968,-0.11279947382099563,0.24450427715555412,-0.7013978748147554,-0.9552613434182109,-1.65007558632333,-1.8427327056858085
1977-12-31,0.7706032608296974,0.16710332472638012,0.2776528320948376,-0.22303715915911668,-0.03145248946053861,0.2552181943393066,-0.5353718362429013,-0.960662963873663,-1.6805619712900428,-1.8427327056858085
1978-12-31,1.1847617348334871,0.057336468941012686,0.2933317073795537,-0.16536605503514112,0.03387437836064843,0.26731816706525025,-0.4010142404943068,-0.9637664747081469,-1.6805619712900428,-1.6682315024958645
1979-12-31,0.10784060569027781,-0.3640620745181343,0.4063630762621808,-0.12276044732961829,0.03793047856812797,0.28043262429231863,-0.27035139420796217,-0.9538430342430909,-1.2537525817560637,-1.6682315024958645
1980-12-31,-1.4481515538037093,-0.14563832828281967,0.6119305522173485,-0.09119450471137543,0.00950675409964383,0.2942996433189323,-0.13666450021406987,-0.9315079123204918,-1.2537525817560637,-1.1447278929260327
1981-12-31,-0.17785646478648837,-0.23856860242002073,0.6460039249766173,-0.057155783406238794,-0.009258022245782153,0.3070663053936195,-0.03679886080786861,-0.9183876667454863,-0.18672910792111586,-1.1447278929260327
1982-12-31,-2.150961801479331,-0.32589180328935324,0.5399921832639447,-0.01799287414728545,0.013820809612992351,0.31621142858519413,-0.00022947377333358126,-0.9301734498992715,-0.18672910792111586,0.9492865453532946
1983-12-31,0.7522841010202882,-0.40760793089081826,0.11789226628521321,0.015955793725119904,0.06759849666808773,0.3211619142676501,-0.00898739693554146,-0.8724963307378614,-0.9793751170556485,0.9492865453532946
1984-12-31,1.9581212034128386,-0.4839178012155911,-0.4575634471874907,0.04330251157468002,0.18009657897016712,0.3226919714528819,0.007598861863729535,-0.8724372837280729,-0.9793751170556485,1.2982889517331837
1985-12-31,0.5640013220362363,-0.5544044204367539,-0.5003985443705715,0.06789152758104228,0.40384537159858697,0.32235926751718263,0.07402789211393702,-0.8350487171299926,-0.5220793425549566,1.2982889517331837
1986-12-31,0.24262052835751916,-0.7851888610180451,-0.6293649793105409,0.09843588043722003,0.5702454942079589,0.32189860308310614,0.13632704692358547,-0.764889060099293,-0.5220793425549566,0.9492865453532946
1987-12-31,0.2412113622183339,-0.6785564390754816,-0.6817303732353119,0.13795457456990667,0.4860287188628032,0.3226672511218753,0.1123265079536318,-0.6933477030395424,-0.6440248824218078,0.9492865453532946
1988-12-31,0.5673196810091565,-0.7323611650186947,-0.22437860594323156,0.18275394294948358,0.35735727291433267,0.3252768407421674,0.010218582176811247,-0.7231900617866519,-0.6440248824218078,-0.4467230801662569
1989-12-31,0.3380801700442668,-0.7804041293238226,0.05825105441786144,0.23390576905444738,0.27182350552816237,0.32934832024864125,-0.06292512211335147,-0.6423428959842332,-0.7049976523552334,-0.4467230801662569
1990-12-31,-0.4740995528210287,-0.8228400203610853,0.17707233476183798,0.29541669250077357,0.1623111895235539,0.33394398222757654,-0.05797498172362567,-0.6256857345228963,-0.7049976523552334,-0.4467230801662569
1991-12-31,-1.380647950039509,-0.995741620290259,0.6079852143189068,0.3322898825098443,-0.0052879561845587016,0.3376662564488035,-0.039719063562904444,-0.5667473712324039,-0.9488887320889358,-0.4467230801662569
1992-12-31,0.26975834077989475,-0.8142646314217972,0.5730407929327094,0.3806146213398242,-0.019250147030512206,0.33869788867026157,-0.0445202722810101,-0.5106763307372411,-0.9488887320889358,-0.6212242833562008
1993-12-31,-0.08007851751591964,-0.9510705363386842,0.3591214977899314,0.51616718196099,0.10099878609937632,0.3371362121059965,-0.0159089588615423,-0.4601379950592612,-0.6745112673885205,-0.6212242833562008
1994-12-31,0.4999524481616521,-0.8267235783582364,0.19572302300901667,0.7677587577197778,0.19850064581109522,0.33655137301607363,0.11169172954902347,-0.44749366838315113,-0.6745112673885205,-0.7957254865461447
1995-12-31,-0.1112165434946922,-0.9287395057961206,0.24404060272629566,1.0883209289878308,0.2574458139256293,0.33978346654979735,0.3189616112931703,-0.3322681525416701,0.9717535208139703,-0.7957254865461447
1996-12-31,0.3834462283315879,-1.0080745428227953,0.2343565915210298,1.4617784198709831,0.3131062787250878,0.3471679951311491,0.5202452696243179,-0.149189355871828,0.9717535208139703,0.7747853421633507
1997-12-31,0.6901444199794385,-1.0715329582124409,0.23691849924729058,1.7731684275674058,0.4099595916190369,0.3587729019891783,0.650559167862485,0.13685089270642278,0.8498079809471192,0.7747853421633507
1998-12-31,0.7056907044827089,-0.9793111872148251,-0.07389214610267132,1.8978525722520558,0.4517700695880181,0.3745163667172495,0.7275321262899449,0.4367683695251676,0.8498079809471192,1.2982889517331837
1999-12-31,0.8292427550086994,-1.0352491213162405,-0.5151038947193085,1.7644849145901933,0.4711642468092386,0.3932873047661421,0.7858962073060257,0.7793591203180642,0.7583488260469807,1.2982889517331837
2000-12-31,0.5448184797544234,-1.0825716607411418,-1.0283564885983998,1.449015929274408,0.6466206047039116,0.4080339339481377,0.893679104740913,0.9224134918728668,0.7583488260469807,1.2982889517331837
2001-12-31,-0.8776210953225806,-1.008193244484849,-0.935512952598708,1.050083650915009,0.9580947586180933,0.4110429380696923,1.0332144860980967,0.5894887365823486,0.6668896711468424,1.2982889517331837
2002-12-31,-0.5396939637514938,-0.9437471363404868,-1.1470240544788008,0.7110856227853211,1.123455537886126,0.40492172706932106,1.073066584488679,0.3110962567119046,0.6668896711468424,0.4257829357834628
2003-12-31,-0.030803159616665104,-0.8196674067601163,-1.4038296849591847,0.5082513375910351,1.180676934495369,0.3992823301409337,1.0891966867925909,0.2658319999482336,0.9412671358472575,0.4257829357834628
2004-12-31,0.39544686900077913,-0.7102147655891338,-1.7510706581765754,0.5125325663625012,1.026032521418103,0.3984963333478715,1.130113450312236,0.5022916553472746,0.9412671358472575,0.6002841389734067
2005-12-31,0.2655762993345704,-0.6737228513692768,-1.9884570280919025,0.6623268559350186,0.9945294086472513,0.4020604040817894,0.46192533014130394,0.6107208603620984,1.0632126757141087,0.6002841389734067
2006-12-31,-0.03362149189503585,-0.5832280449010674,-2.0133075330366323,0.8524355576773758,0.8519349666019581,0.40628033934887986,-0.13333711481760827,0.7575483358423865,1.0632126757141087,1.2982889517331837
2007-12-31,-0.4785543360997435,-0.5570379070016838,-1.7011134575144893,0.9785708912869593,0.398876307646083,0.4086743280521017,0.3024517367364525,0.9927396614711699,0.11813474174601207,1.2982889517331837
2008-12-31,-1.393512273181104,-0.4804949726041178,-1.6721639002077422,1.0208015224035516,0.14007583333196527,0.40946003376990286,0.33741499311565176,0.630316201030511,0.11813474174601207,0.2512817325935189
2009-12-31,-2.484570520688398,-0.4616326304557715,-0.5598348036198223,0.9366694719000053,0.016188111608746072,0.39900210560678057,0.11830540395416474,0.24180695260548776,-0.6135384974550949,0.2512817325935189
2010-12-31,-0.16599219503399257,-0.39568846157023096,-0.9103037805723017,0.7600126862148915,0.017058513374591827,0.39983587727544323,-0.512946355113032,0.5147056986852092,-0.6135384974550949,-1.1447278929260327
2011-12-31,-0.6264713237419707,-0.3352630206241359,-1.0642231967660514,0.5628000972833812,0.08952615297356596,0.3996516386330392,0.7238359507482729,0.6983407181872582,1.3375901404145238,-1.1447278929260327
2012-12-31,-0.3088634587584917,-0.2796940496228685,-0.9525752580556051,0.3935203116573205,0.22926280216304845,0.3993011644040234,1.3811582320744609,0.8551790237070899,1.3375901404145238,-0.097720673786369
2013-12-31,-0.4940551636307821,-0.22842117598785647,-0.652165958074262,0.238579689844293,0.6202428411558313,0.3990386737309234,1.4020475117283582,1.2278105311999847,1.0936990606808215,-0.097720673786369
2014-12-31,-0.18317493053760728,-0.11749215769701832,-0.6380242274253023,0.11277652053605375,0.8349760729342179,0.39890288373935906,1.423236858520918,1.6361642986747293,1.0936990606808215,-0.4467230801662569
2015-12-31,0.06661113187604918,-0.07603545410442576,-0.6333103172089825,0.010707597765579177,1.2593561250746723,0.39891526691339146,1.4600571754748424,1.8211444090597608,1.4900220652480878,-0.4467230801662569
2016-12-31,-0.5534674263377246,-0.03745599925482705,-0.5548647026308765,-0.09022015609450788,1.1559129771072574,0.3990450350208577,1.4823850082627996,1.8645723038190092,1.4900220652480878,1.1237877485432386
2017-12-31,-0.27104325786164685,-0.0014660581822985965,-0.6104581002907361,-0.19371517093151672,1.1385592153881245,0.3993300211602922,1.4749310997412513,2.3695990166596865,1.307103755447811,1.1237877485432386
2018-12-31,0.030700123812939455,0.03218497732233864,-0.668972072758533,-0.2796851972353315,1.148179451810775,0.399886417388062,1.4723286898849377,2.740550046254001,1.307103755447811,0.7747853421633507
